,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4618937644341801,0.02309468822170901,46517.69053117783,2325.884526558891,25.0,1,-0.05,0.05,0.35846420365532317,155.5049431616913,31.10098863233827,0,0.95,0.1,-0.05
Indirect Heating Oil,0.050808314087759814,0.002540415704387991,9760.739030023096,488.03695150115476,25.0,1,-0.05,0.05,0.3874403478247979,387.11670370012564,77.42334074002513,0,0.95,0.1,-0.05
Indirect Heating Gas,0.050808314087759814,0.002540415704387991,10755.28868360277,537.7644341801387,25.0,1,-0.05,0.05,0.3296243936169484,253.29185585933726,50.65837117186746,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5709006928406466,0.02854503464203233,46517.69053117783,2325.884526558891,25.0,1,-0.05,0.05,0.3653429061236735,209.5774321321612,41.91548642643225,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07390300230946882,0.0036951501154734406,8276.581986143188,413.82909930715937,25.0,1,-0.05,0.05,0.9,1010.860593179403,202.17211863588062,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9237875288683602,0.04618937644341802,0.0,0.0,20.0,1,-0.05,0.05,0.4512119077658696,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.0096997690531178,0.050484988452655886,28373.853627713623,1418.6926813856812,20.0,1,-0.432959407,0.05,3.0,1010.860593179403,202.17211863588062,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.20323325635103925,0.010161662817551964,5813.19168591224,290.6595842956121,15.0,1,-0.05,0.05,0.2260092739806202,155.5049431616913,31.10098863233827,0,0.9,0.1,-0.05
Direct Heating Oil,0.013856812933025405,0.0006928406466512702,2435.379382725173,121.76896913625868,15.0,1,-0.05,0.05,0.32841063092313344,387.11670370012564,77.42334074002513,0,0.9,0.1,-0.05
Direct Heating Gas,0.013856812933025405,0.0006928406466512702,2435.379382725173,121.76896913625868,15.0,1,-0.05,0.05,0.36551460620265175,253.29185585933726,50.65837117186746,0,0.95,0.1,-0.05
Direct Heating Biomass,0.20323325635103925,0.010161662817551964,5813.19168591224,290.6595842956121,15.0,1,-0.05,0.05,0.10648727993935242,209.5774321321612,41.91548642643225,0,0.9,0.1,-0.05
Direct Heating Electric,0.05542725173210161,0.002771362586605081,1457.625866050808,72.88129330254041,12.5,1,-0.05,0.05,0.26536738982409,1010.860593179403,202.17211863588062,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9237875288683602,0.04618937644341802,0.0,0.0,20.0,1,-0.05,0.05,0.15383717126786556,0.0,0.0,0,1.0,0.1,-0.05
