,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Power own use & trans.,199.4372,268.8436,285.7571,278.7703,282.6314,287.32,291.8246,298.1679,382.7909,311.4333,229.1498,240.4309,252.3657,264.934,277.959,291.8509,306.4377,321.799,338.0049,354.9607,372.8213,388.7021,405.3824,422.7338,440.8077,459.7621,479.4749,499.9847,521.461,543.856,567.1693,591.5798,617.0084,643.5993,671.1421,700.0107,730.2501,761.7155,794.59,828.7597,864.5172,887.6664,910.759,936.0144,961.0793,988.598,1015.6256,1044.8351,1074.9397,1106.2133,1138.6609,1172.5803,1207.7603,1244.5129,1282.7354,1322.2772,1363.6107,1406.475,1451.2515,1497.6893,1546.1005
2 O.energy own use & tra,199.4372,256.9,276.1627,272.1499,274.357,276.7461,279.2331,283.9154,364.9595,289.8577,203.0514,212.8126,223.1162,233.9421,245.1877,257.1148,269.6256,282.7626,296.5959,311.0679,326.2594,339.9159,354.2236,369.0912,384.5701,400.7812,417.6395,435.1465,453.4717,472.5674,492.433,513.2105,534.8207,557.4078,580.7986,605.2928,630.8983,657.5814,685.34,714.2085,744.3682,767.5174,790.61,815.8654,840.9304,868.449,895.4766,924.6861,954.7907,986.0643,1018.5118,1052.4313,1087.6113,1124.364,1162.5864,1202.1282,1243.4617,1286.3259,1331.1024,1377.5403,1425.9514
3 Hydrogen production,163.6212,155.835,168.8335,168.8335,168.8335,168.8335,168.8335,168.8335,218.5275,166.4775,106.1294,110.9779,116.0703,121.3935,126.9522,132.7738,138.8658,145.2204,151.8828,158.8512,166.1069,172.7968,179.7654,186.9892,194.5012,202.3442,210.4987,218.9303,227.7483,236.922,246.451,256.3916,266.6925,277.4469,288.5785,300.2097,312.3104,324.9649,337.995,351.5644,365.6838,380.6252,395.5302,411.831,428.0089,445.7705,463.2152,482.0681,501.4988,521.6841,542.627,564.52,587.2265,610.9482,635.6184,661.1403,687.8185,715.4848,744.3853,774.3582,805.6046
4 Iron & steel,163.6212,189.8498,193.0116,186.0247,189.8859,194.5744,199.0791,205.4224,262.7468,219.982,170.8496,179.4673,188.6046,198.2487,208.2201,218.9141,230.1543,242.0248,254.5709,267.6987,281.5735,293.7793,306.6316,320.0148,333.962,348.608,363.8413,379.7194,396.3516,413.7073,431.786,450.7358,470.5058,491.1888,512.6168,535.0959,558.6881,583.2019,608.9186,635.6343,663.6355,678.5769,693.4818,709.7826,725.9605,743.7221,761.1669,780.0198,799.4504,819.6357,840.5786,862.4716,885.1781,908.8998,933.5701,959.0919,985.7701,1013.4364,1042.3369,1072.3098,1103.5563
5 Non-ferrous metals,163.6212,155.835,168.8335,168.8335,168.8335,168.8335,168.8335,168.8335,218.5275,166.4775,106.1294,110.9779,116.0703,121.3935,126.9522,132.7738,138.8658,145.2204,151.8828,158.8512,166.1069,172.7968,179.7654,186.9892,194.5012,202.3442,210.4987,218.9303,227.7483,236.922,246.451,256.3916,266.6925,277.4469,288.5785,300.2097,312.3104,324.9649,337.995,351.5644,365.6838,380.6252,395.5302,411.831,428.0089,445.7705,463.2152,482.0681,501.4988,521.6841,542.627,564.52,587.2265,610.9482,635.6184,661.1403,687.8185,715.4848,744.3853,774.3582,805.6046
6 Chemicals,163.6212,191.377,190.2158,185.8503,189.5562,194.5778,196.2748,201.3537,259.0766,215.5411,165.4778,173.7827,182.5843,191.8697,201.4749,211.7644,222.5774,233.99,246.0478,258.6643,271.9897,283.7378,296.1017,308.9736,322.3868,336.4681,351.1138,366.3738,382.3575,399.0341,416.4032,434.6053,453.5893,473.4483,494.0216,515.6004,538.2388,561.7682,586.432,612.0565,638.9055,653.8469,668.7518,685.0526,701.2305,718.9921,736.4369,755.2898,774.7205,794.9058,815.8486,837.7416,860.4481,884.1698,908.8401,934.3619,961.0402,988.7064,1017.6069,1047.5798,1078.8263
7 Non-metallics nes,163.6212,189.1542,191.9956,186.0686,190.9644,196.6372,201.9907,209.0044,267.6729,225.9424,178.0594,187.097,196.685,206.8103,217.2734,228.5101,240.3239,252.8088,266.0103,279.8243,294.4365,307.2568,320.7645,334.8338,349.498,364.9018,380.9236,397.6312,415.134,433.4011,452.4323,472.3858,493.2106,514.9997,537.5746,561.2623,586.1346,611.9695,639.0995,667.2797,696.8273,711.7687,726.6736,742.9744,759.1523,776.9139,794.3586,813.2116,832.6423,852.8275,873.7705,895.6635,918.37,942.0917,966.7618,992.2837,1018.9619,1046.6283,1075.5288,1105.5016,1136.748
8 Ore-extra.(non-energy),163.6212,155.835,168.8335,168.8335,168.8335,168.8335,168.8335,168.8335,218.5275,166.4775,106.1294,110.9779,116.0703,121.3935,126.9522,132.7738,138.8658,145.2204,151.8828,158.8512,166.1069,172.7968,179.7654,186.9892,194.5012,202.3442,210.4987,218.9303,227.7483,236.922,246.451,256.3916,266.6925,277.4469,288.5785,300.2097,312.3104,324.9649,337.995,351.5644,365.6838,380.6252,395.5302,411.831,428.0089,445.7705,463.2152,482.0681,501.4988,521.6841,542.627,564.52,587.2265,610.9482,635.6184,661.1403,687.8185,715.4848,744.3853,774.3582,805.6046
"9 Food, drink & tob.",163.6212,155.835,168.8335,168.8335,168.8335,168.8335,168.8335,168.8335,218.5275,166.4775,106.1294,110.9779,116.0703,121.3935,126.9522,132.7738,138.8658,145.2204,151.8828,158.8512,166.1069,172.7968,179.7654,186.9892,194.5012,202.3442,210.4987,218.9303,227.7483,236.922,246.451,256.3916,266.6925,277.4469,288.5785,300.2097,312.3104,324.9649,337.995,351.5644,365.6838,380.6252,395.5302,411.831,428.0089,445.7705,463.2152,482.0681,501.4988,521.6841,542.627,564.52,587.2265,610.9482,635.6184,661.1403,687.8185,715.4848,744.3853,774.3582,805.6046
"10 Tex., cloth. & footw.",163.6212,155.835,168.8335,168.8335,168.8335,168.8335,168.8335,168.8335,218.5275,166.4775,106.1294,110.9779,116.0703,121.3935,126.9522,132.7738,138.8658,145.2204,151.8828,158.8512,166.1069,172.7968,179.7654,186.9892,194.5012,202.3442,210.4987,218.9303,227.7483,236.922,246.451,256.3916,266.6925,277.4469,288.5785,300.2097,312.3104,324.9649,337.995,351.5644,365.6838,380.6252,395.5302,411.831,428.0089,445.7705,463.2152,482.0681,501.4988,521.6841,542.627,564.52,587.2265,610.9482,635.6184,661.1403,687.8185,715.4848,744.3853,774.3582,805.6046
