,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Power own use & trans.,77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
2 O.energy own use & tra,77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
3 Hydrogen production,77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
4 Iron & steel,77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
5 Non-ferrous metals,77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
6 Chemicals,77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
7 Non-metallics nes,77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
8 Ore-extra.(non-energy),77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
"9 Food, drink & tob.",77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
"10 Tex., cloth. & footw.",77.1696,99.93,83.9407,83.9407,83.9407,83.9407,83.9407,83.9407,86.4589,89.0527,91.7243,94.476,97.3103,100.2296,103.2365,106.3336,109.5236,112.8093,116.1935,119.6794,123.2697,126.9678,130.7769,134.7001,138.7411,142.9034,147.1905,151.6062,156.1544,160.839,165.6642,170.6341,175.7531,181.0257,186.4564,192.0501,197.8116,203.746,209.8583,216.1541,222.6387,229.3179,236.1974,243.2833,250.5818,258.0992,265.8422,273.8174,282.032,290.4929,299.2077,308.1839,317.4294,326.9523,336.7609,346.8637,357.2696,367.9877,379.0273,390.3981,402.1101
