PRSC - price index (local currency) consumers expenditure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Dan_ba; 1 Belgium (BE),1,1.0227,1.042,1.0549,1.0658,1.0752,1.0899,1.1059,1.1311,1.1505,1.154,1.1727,1.1957,1.2236,1.2491,1.2749,1.301,1.3229,1.351,1.3797,1.4088,1.436,1.4718,1.5082,1.5453,1.5831,1.6219,1.6618,1.7029,1.7454,1.7896,1.8352,1.8825,1.9311,1.9813,2.0328,2.0856,2.1391,2.1931,2.2478,2.3036
Dan_ba; 2 Denmark (DK),1,1.0211,1.0454,1.0538,1.0588,1.0632,1.0633,1.0714,1.0758,1.0855,1.107,1.1244,1.1438,1.1647,1.1871,1.2095,1.2324,1.2573,1.2826,1.3084,1.3346,1.3608,1.3952,1.4305,1.4667,1.5038,1.5417,1.5806,1.6203,1.661,1.7027,1.7454,1.7891,1.834,1.8801,1.9272,1.9756,2.0252,2.0758,2.1276,2.1812
Dan_ba; 3 Germany (DE),1,1.0179,1.0331,1.0462,1.0571,1.064,1.0736,1.092,1.11,1.1108,1.0953,1.1206,1.1396,1.1606,1.1822,1.2041,1.2263,1.25,1.2741,1.2986,1.3236,1.3495,1.3837,1.4189,1.4549,1.4919,1.5298,1.5687,1.6086,1.6496,1.6916,1.7347,1.7789,1.8242,1.8705,1.918,1.9666,2.0166,2.0674,2.1191,2.1726
Dan_ba; 4 Greece (EL),1,1.0177,1.0193,0.9975,0.9748,0.9651,0.9636,0.9653,0.9655,0.9678,0.9751,0.9839,1.0001,1.0174,1.0351,1.0533,1.072,1.092,1.1125,1.1333,1.1546,1.1763,1.2053,1.235,1.2654,1.2966,1.3287,1.3615,1.3952,1.4298,1.4652,1.5014,1.5386,1.5767,1.6159,1.6561,1.6972,1.7395,1.7826,1.8269,1.8726
Dan_ba; 5 Spain (ES),1,1.0208,1.0419,1.052,1.051,1.0507,1.0561,1.0693,1.0857,1.0741,1.0657,1.0627,1.0829,1.1019,1.1232,1.1446,1.166,1.189,1.2124,1.2364,1.2611,1.2865,1.3195,1.3528,1.387,1.4225,1.4595,1.4975,1.5368,1.5771,1.6186,1.6612,1.705,1.75,1.7962,1.8437,1.8922,1.9419,1.9925,2.0445,2.0979
Dan_ba; 6 France (FR),1,1.0182,1.0332,1.0395,1.043,1.0465,1.0497,1.0563,1.0808,1.0688,1.0879,1.0718,1.0899,1.1085,1.1293,1.1505,1.1721,1.1952,1.2189,1.2429,1.2675,1.2918,1.3241,1.3572,1.3911,1.4258,1.4615,1.4981,1.5356,1.574,1.6134,1.6536,1.6948,1.7368,1.7797,1.8235,1.8683,1.9139,1.9605,2.0083,2.0572
Dan_ba; 7 Ireland (IE),1,1.009,1.0203,1.0286,1.0309,1.0381,1.0401,1.0447,1.0618,1.0735,1.0687,1.1078,1.1349,1.1558,1.1769,1.1987,1.2206,1.2457,1.2714,1.2975,1.3241,1.342,1.3661,1.3912,1.417,1.4436,1.4709,1.4989,1.5278,1.5574,1.5879,1.619,1.6509,1.6836,1.7171,1.7513,1.7864,1.8224,1.859,1.8963,1.9344
Dan_ba; 8 Italy (IT),1,1.0277,1.0537,1.0653,1.071,1.0734,1.0774,1.0904,1.1006,1.102,1.0997,1.1097,1.1299,1.1505,1.1722,1.1943,1.2171,1.2414,1.2661,1.2912,1.3168,1.3417,1.3749,1.409,1.444,1.4801,1.5172,1.5554,1.5948,1.6353,1.6769,1.7195,1.763,1.807,1.852,1.8978,1.9445,1.9921,2.0407,2.0907,2.1425
Dan_ba; 9 Luxembourg (LX),1,1.0346,1.0628,1.0768,1.0832,1.088,1.091,1.1131,1.1332,1.14,1.1594,1.1623,1.1758,1.1876,1.2011,1.2155,1.2307,1.2474,1.2644,1.2819,1.3,1.319,1.3444,1.3704,1.397,1.4241,1.4521,1.4808,1.5101,1.5401,1.5709,1.6021,1.634,1.6665,1.6997,1.7335,1.7685,1.8043,1.8407,1.878,1.9162
Dan_ba; 10 Netherlands (NL),1,1.0183,1.0307,1.0525,1.0654,1.07,1.0796,1.0955,1.1175,1.1239,1.1376,1.1517,1.1741,1.1971,1.2212,1.2454,1.2701,1.2967,1.3237,1.3514,1.3796,1.4063,1.4417,1.4781,1.5153,1.5535,1.5949,1.6344,1.6754,1.7172,1.7604,1.8048,1.8506,1.8974,1.9454,1.9946,2.0449,2.0964,2.1486,2.2025,2.2581
