,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.3445899379738112,0.01722949689869056,34703.92832529289,1735.1964162646448,25.0,1,-0.05,0.05,0.4964859038917424,121.8280959911985,24.3656191982397,0,0.95,0.1,-0.05
Indirect Heating Oil,0.03790489317711922,0.001895244658855961,7281.874569262578,364.0937284631289,25.0,1,-0.05,0.05,0.4333588431467281,110.6199546173417,22.12399092346834,0,0.95,0.1,-0.05
Indirect Heating Gas,0.03790489317711922,0.001895244658855961,8023.845623707788,401.1922811853895,25.0,1,-0.05,0.05,0.5897069941644886,146.546035893557,29.3092071787114,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.42591316333563056,0.021295658166781528,34703.92832529289,1735.1964162646448,25.0,1,-0.05,0.05,0.42157860908375744,100.82555181186831,20.16511036237366,0,0.9,0.1,-0.05
Indirect Heating Electric,0.05513439007580979,0.002756719503790489,6174.638180565127,308.7319090282564,25.0,1,-0.05,0.05,0.9,816.0982603314308,163.2196520662862,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.6891798759476223,0.03445899379738112,0.0,0.0,20.0,1,-0.05,0.05,0.617538994625738,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.7532736044107512,0.037663680220537565,21167.950759476214,1058.397537973811,20.0,1,-0.432959407,0.05,3.0,816.0982603314308,163.2196520662862,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.1516195727084769,0.007580978635423845,4336.857339765678,216.842866988284,15.0,1,-0.05,0.05,0.5679543177580468,121.8280959911985,24.3656191982397,0,0.9,0.1,-0.05
Direct Heating Oil,0.010337698139214334,0.0005168849069607167,1816.8836538938665,90.84418269469332,15.0,1,-0.05,0.05,0.3849314870452836,110.6199546173417,22.12399092346834,0,0.9,0.1,-0.05
Direct Heating Gas,0.010337698139214334,0.0005168849069607167,1816.8836538938665,90.84418269469332,15.0,1,-0.05,0.05,0.5639105467445953,146.546035893557,29.3092071787114,0,0.95,0.1,-0.05
Direct Heating Biomass,0.1516195727084769,0.007580978635423845,4336.857339765678,216.842866988284,15.0,1,-0.05,0.05,0.5710750054658705,100.82555181186831,20.16511036237366,0,0.9,0.1,-0.05
Direct Heating Electric,0.041350792556857335,0.002067539627842868,1087.4431426602341,54.37215713301171,12.5,1,-0.05,0.05,0.5695381568989578,816.0982603314308,163.2196520662862,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.6891798759476223,0.03445899379738112,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
