"energy_technologies","year","value"
"Nuclear","2015",67.6551537620946
"Oil","2015",297.478976792199
"Coal","2015",87.320943449253
"Coal + CCS","2015",157.283341700656
"IGCC","2015",271.379398810061
"IGCC + CCS","2015",606.376420793329
"CCGT","2015",85.16990204704
"CCGT + CCS","2015",217.036846343807
"Solid Biomass","2015",165.489440831287
"S Biomass CCS","2015",205.238221030742
"BIGCC","2015",318.606728131607
"BIGCC + CCS","2015",367.328189432477
"Biogas","2015",189.027071631496
"Biogas + CCS","2015",237.049787246354
"Tidal","2015",354.433637175116
"Large Hydro","2015",925.005044901434
"Onshore","2015",89.8416208350315
"Offshore","2015",15663.0133138828
"Solar PV","2015",102.041780708278
"CSP","2015",152.673397188375
"Geothermal","2015",437.853892207409
"Wave","2015",263.305446611732
"Fuel Cells","2015",17774.9354483555
"CHP","2015",103.957781104537
"Nuclear","2016",67.6551537620946
"Oil","2016",354.801126728394
"Coal","2016",87.9175130507008
"Coal + CCS","2016",158.725914317554
"IGCC","2016",288.377487849424
"IGCC + CCS","2016",912.104185061002
"CCGT","2016",91.1760973716793
"CCGT + CCS","2016",302.123916377384
"Solid Biomass","2016",166.764998976913
"S Biomass CCS","2016",207.417891295318
"BIGCC","2016",416.238423672643
"BIGCC + CCS","2016",493.743339795876
"Biogas","2016",241.596667946163
"Biogas + CCS","2016",237.049787246354
"Tidal","2016",379.414374898618
"Large Hydro","2016",1142.94747668114
"Onshore","2016",90.7317242944188
"Offshore","2016",15662.8057625705
"Solar PV","2016",102.30420323094
"CSP","2016",152.659163614704
"Geothermal","2016",437.853892207409
"Wave","2016",263.876305643146
"Fuel Cells","2016",17774.9354483555
"CHP","2016",103.957781104537
"Nuclear","2017",67.5743018357889
"Oil","2017",295.910570165431
"Coal","2017",87.9507032541094
"Coal + CCS","2017",155.467574893525
"IGCC","2017",252.849391344057
"IGCC + CCS","2017",554.618398217622
"CCGT","2017",88.5480167012461
"CCGT + CCS","2017",206.379356723975
"Solid Biomass","2017",165.162276949378
"S Biomass CCS","2017",204.813934268352
"BIGCC","2017",294.31186515746
"BIGCC + CCS","2017",342.380828376152
"Biogas","2017",191.562537617555
"Biogas + CCS","2017",237.049787246354
"Tidal","2017",353.573237658934
"Large Hydro","2017",944.114267916529
"Onshore","2017",91.8649323816296
"Offshore","2017",15663.3040751912
"Solar PV","2017",102.381019611249
"CSP","2017",155.796527378929
"Geothermal","2017",456.151448830153
"Wave","2017",264.32050962752
"Fuel Cells","2017",17776.7218112942
"CHP","2017",105.733292137492
"Nuclear","2018",67.5887673561503
"Oil","2018",341.672511236826
"Coal","2018",88.3961924657084
"Coal + CCS","2018",157.150449045573
"IGCC","2018",269.98934727467
"IGCC + CCS","2018",854.489447707148
"CCGT","2018",93.6875835597607
"CCGT + CCS","2018",283.544229203536
"Solid Biomass","2018",165.823978285576
"S Biomass CCS","2018",205.666538651933
"BIGCC","2018",390.179206181235
"BIGCC + CCS","2018",465.153758559681
"Biogas","2018",230.749747554473
"Biogas + CCS","2018",237.049787246354
"Tidal","2018",373.483456983422
"Large Hydro","2018",1058.20973820838
"Onshore","2018",92.3433495169235
"Offshore","2018",15663.8456811463
"Solar PV","2018",102.144976051077
"CSP","2018",155.62783361054
"Geothermal","2018",492.746562075641
"Wave","2018",264.834987645212
"Fuel Cells","2018",17777.0307511682
"CHP","2018",106.040355244777
"Nuclear","2019",66.9108732754264
"Oil","2019",343.693214081101
"Coal","2019",91.8279065997485
"Coal + CCS","2019",151.490617489133
"IGCC","2019",272.649360786264
"IGCC + CCS","2019",839.549800828961
"CCGT","2019",95.2675736763844
"CCGT + CCS","2019",278.176673732321
"Solid Biomass","2019",162.577031718193
"S Biomass CCS","2019",197.483804986115
"BIGCC","2019",385.246172059829
"BIGCC + CCS","2019",443.751505034612
"Biogas","2019",226.290597336963
"Biogas + CCS","2019",230.726403792168
"Tidal","2019",372.977297567462
"Large Hydro","2019",1019.8231734178
"Onshore","2019",99.6897150030332
"Offshore","2019",14062.0233862882
"Solar PV","2019",101.172343645989
"CSP","2019",142.699107590042
"Geothermal","2019",492.104060573056
"Wave","2019",265.186363616293
"Fuel Cells","2019",17772.817076182
"CHP","2019",107.217072614826
