,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4657228017883755,0.023286140089418768,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.4046286300902383,236.02545714197015,47.205091428394034,0,0.95,0.1,-0.05
Indirect Heating Oil,0.051229508196721306,0.002561475409836065,9841.654247391949,492.08271236959763,25.0,1,-0.05,0.05,0.49198908215194986,209.49312346713853,41.8986246934277,0,0.95,0.1,-0.05
Indirect Heating Gas,0.051229508196721306,0.002561475409836065,10844.448584202679,542.222429210134,25.0,1,-0.05,0.05,0.547821139573403,314.92241780758116,62.98448356151625,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5756333830104321,0.028781669150521605,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.46122000422974524,484.9247462047126,96.98494924094251,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07451564828614009,0.003725782414307005,8345.193740685543,417.2596870342772,25.0,1,-0.05,0.05,0.9,1192.623451615907,238.52469032318143,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9314456035767508,0.04657228017883755,0.0,0.0,20.0,1,-0.05,0.05,0.5666838724294534,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.0180700447093889,0.05090350223546945,28609.06906855439,1430.4534534277198,20.0,1,-0.432959407,0.05,3.0,1192.623451615907,238.52469032318143,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.2049180327868852,0.010245901639344263,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.2604186184688126,236.02545714197015,47.205091428394034,0,0.9,0.1,-0.05
Direct Heating Oil,0.013971684053651266,0.0006985842026825634,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.40948214632829877,209.49312346713853,41.8986246934277,0,0.9,0.1,-0.05
Direct Heating Gas,0.013971684053651266,0.0006985842026825634,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.458411432319315,314.92241780758116,62.98448356151625,0,0.95,0.1,-0.05
Direct Heating Biomass,0.2049180327868852,0.010245901639344263,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.16095214934313262,484.9247462047126,96.98494924094251,0,0.9,0.1,-0.05
Direct Heating Electric,0.05588673621460506,0.002794336810730253,1469.709388971684,73.4854694485842,12.5,1,-0.05,0.05,0.3142351240117937,1192.623451615907,238.52469032318143,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9314456035767508,0.04657228017883755,0.0,0.0,20.0,1,-0.05,0.05,0.2075892078933407,0.0,0.0,0,1.0,0.1,-0.05
