,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.5169027189083014,0.025845135945415067,52057.68634343016,2602.8843171715084,25.0,1,-0.05,0.05,0.4046286300902383,127.27569949779642,25.455139899559285,0,0.95,0.1,-0.05
Indirect Heating Oil,0.05685929907991316,0.002842964953995658,10923.188255970226,546.1594127985113,25.0,1,-0.05,0.05,0.4027979836206916,264.4177513579994,52.883550271599894,0,0.95,0.1,-0.05
Indirect Heating Gas,0.05685929907991316,0.002842964953995658,12036.18319032358,601.809159516179,25.0,1,-0.05,0.05,0.4545443046469538,410.84889481056325,82.16977896211267,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.6388917605706605,0.031944588028533026,52057.68634343016,2602.8843171715084,25.0,1,-0.05,0.05,0.23464148192344456,106.56072563287901,21.3121451265758,0,0.9,0.1,-0.05
Indirect Heating Electric,0.08270443502532822,0.004135221751266412,9262.276439574072,463.1138219787037,25.0,1,-0.05,0.05,0.9,1354.01916572717,270.803833145434,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,1.0338054378166028,0.051690271890830135,0.0,0.0,20.0,1,-0.05,0.05,0.5192213586013685,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.1299493435335468,0.056497467176677335,31753.020316344464,1587.6510158172232,20.0,1,-0.432959407,0.05,3.0,1354.01916572717,270.803833145434,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.22743719631965265,0.011371859815982632,6505.510182983563,325.2755091491782,15.0,1,-0.05,0.05,0.2604186184688126,127.27569949779642,25.455139899559285,0,0.9,0.1,-0.05
Direct Heating Oil,0.01550708156724904,0.0007753540783624523,2725.419396050864,136.27096980254316,15.0,1,-0.05,0.05,0.3506701254213409,264.4177513579994,52.883550271599894,0,0.9,0.1,-0.05
Direct Heating Gas,0.01550708156724904,0.0007753540783624523,2725.419396050864,136.27096980254316,15.0,1,-0.05,0.05,0.3894122998396025,410.84889481056325,82.16977896211267,0,0.95,0.1,-0.05
Direct Heating Biomass,0.22743719631965265,0.011371859815982632,6505.510182983563,325.2755091491782,15.0,1,-0.05,0.05,0.1409623618737976,106.56072563287901,21.3121451265758,0,0.9,0.1,-0.05
Direct Heating Electric,0.062028326268996174,0.003101416313449809,1631.2209242220608,81.56104621110308,12.5,1,-0.05,0.05,0.28032254094591935,1354.01916572717,270.803833145434,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,1.0338054378166028,0.051690271890830135,0.0,0.0,20.0,1,-0.05,0.05,0.17813513098898673,0.0,0.0,0,1.0,0.1,-0.05
