Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
11 Paper & pulp,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
12 Engineering etc,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
13 Other industry,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
14 Construction,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
15 Rail transport,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
16 Road transport,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
17 Domestic aviation,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
18 Other transp. serv.,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
19 Households,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
"20 Agriculture, forestry",379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
21 Fishing,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
22 Other final use,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
23 Non-energy use,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
24 Aviation bunkers,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
25 Marine bunkers,379.4172,501.9494,589.0265,544.6269,507.6848,331.7516,248.4161,332.0907,410.348,411.6578,320.0491,392.6464,544.1823,593.3011,566.0439,540.1057,541.8256,543.5422,545.3659,547.1675,549.0323,563.6671,578.6513,594.1003,609.8992,626.1153,642.8214,660.003,677.5903,695.7103,714.4003,733.4681,753.1271,773.4171,794.1279,815.4742,837.3408,859.86,882.9761,906.7265,931.29
