Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
2 O.energy own use & tra,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
3 Hydrogen production,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
4 Iron & steel,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
5 Non-ferrous metals,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
6 Chemicals,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
7 Non-metallics nes,1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
8 Ore-extra.(non-energy),1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
"9 Food, drink & tob.",1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
"10 Tex., cloth. & footw.",1068.5215,1252.0873,1334.9973,1306.4879,1256.1602,1072.5942,975.1387,1058.9214,1157.2498,1168.5953,1031.2847,1068.2306,1087.0468,1106.4274,1126.3895,1146.9504,1168.1283,1189.9414,1212.4089,1235.5505,1259.3864,1283.9371,1309.2246,1335.2706,1362.0979,1389.7301,1418.1913,1447.5063,1477.7008,1508.8011,1540.8344,1573.8287,1607.8127,1642.8165,1678.8702,1716.0056,1754.255,1793.6519,1834.2307,1876.027,1919.077
