Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Power own use & trans.,694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
2 O.energy own use & tra,694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
3 Hydrogen production,694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
4 Iron & steel,694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
5 Non-ferrous metals,694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
6 Chemicals,694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
7 Non-metallics nes,694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
8 Ore-extra.(non-energy),694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
"9 Food, drink & tob.",694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
"10 Tex., cloth. & footw.",694.7742,850.219,950.1754,907.7042,886.7809,750.4167,642.2004,724.1764,828.7034,839.3315,690.4126,737.2651,754.6976,772.6531,791.1474,810.1964,829.817,850.0261,870.8414,892.2813,914.3644,937.1099,960.5379,984.6686,1009.5233,1035.1237,1061.4919,1088.6514,1116.6255,1145.4388,1175.1166,1205.6847,1237.1698,1269.5995,1303.0021,1337.4069,1372.8436,1409.3435,1446.9385,1485.6613,1525.5457,1566.6267,1608.9401,1652.5228,1697.4131,1743.6501,1791.2742,1840.3269,1890.8513,1942.8915,1996.4929,2051.7024,2108.5679,2167.1396,2227.4685,2289.6072,2353.6099,2419.533,2487.4336,2557.3711,2629.407
