,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4657228017883755,0.023286140089418768,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.5377809223085153,162.50594068668718,32.501188137337444,0,0.95,0.1,-0.05
Indirect Heating Oil,0.051229508196721306,0.002561475409836065,9841.654247391949,492.08271236959763,25.0,1,-0.05,0.05,0.488451533670103,356.62148002619523,71.32429600523903,0,0.95,0.1,-0.05
Indirect Heating Gas,0.051229508196721306,0.002561475409836065,10844.448584202679,542.222429210134,25.0,1,-0.05,0.05,0.5243892216396568,294.6938909158948,58.93877818317897,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5756333830104321,0.028781669150521605,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.5588885543551161,137.1789690335859,27.435793806717186,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07451564828614009,0.003725782414307005,8345.193740685543,417.2596870342772,25.0,1,-0.05,0.05,0.9,1487.0976705023859,297.41953410047716,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9314456035767508,0.04657228017883755,0.0,0.0,20.0,1,-0.05,0.05,0.6933385736552439,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.0180700447093889,0.05090350223546945,28609.06906855439,1430.4534534277198,20.0,1,-0.432959407,0.05,3.0,1487.0976705023859,297.41953410047716,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.2049180327868852,0.010245901639344263,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.2457392545951674,162.50594068668718,32.501188137337444,0,0.9,0.1,-0.05
Direct Heating Oil,0.013971684053651266,0.0006985842026825634,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.3231646368944375,356.62148002619523,71.32429600523903,0,0.9,0.1,-0.05
Direct Heating Gas,0.013971684053651266,0.0006985842026825634,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.3499397096436204,294.6938909158948,58.93877818317897,0,0.95,0.1,-0.05
Direct Heating Biomass,0.2049180327868852,0.010245901639344263,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.11289263143445169,137.1789690335859,27.435793806717186,0,0.9,0.1,-0.05
Direct Heating Electric,0.05588673621460506,0.002794336810730253,1469.709388971684,73.4854694485842,12.5,1,-0.05,0.05,0.4357844495671461,1487.0976705023859,297.41953410047716,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9314456035767508,0.04657228017883755,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
