,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.539548937088594,0.0269774468544297,54338.40509334197,2716.9202546670986,25.0,1,-0.05,0.05,0.3647876777737691,41.7458025879585,8.3491605175917,0,0.95,0.1,-0.05
Indirect Heating Oil,0.059350383079745335,0.002967519153987267,11401.748138556168,570.0874069278084,25.0,1,-0.05,0.05,0.4066961054815028,74.08833279863116,14.817666559726234,0,0.95,0.1,-0.05
Indirect Heating Gas,0.059350383079745335,0.002967519153987267,12563.504909895328,628.1752454947664,25.0,1,-0.05,0.05,0.4415654991073165,301.60710084482935,60.32142016896589,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.6668824862415021,0.03334412431207511,54338.40509334197,2716.9202546670986,25.0,1,-0.05,0.05,0.3717615598488558,106.1203079884504,21.224061597690078,0,0.9,0.1,-0.05
Indirect Heating Electric,0.08632782993417504,0.004316391496708752,9668.069493903098,483.40347469515496,25.0,1,-0.05,0.05,0.9,2057.24724628382,411.449449256764,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,1.079097874177188,0.0539548937088594,0.0,0.0,20.0,1,-0.05,0.05,0.4791386235138901,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.1794539764756664,0.05897269882378332,33144.163755260604,1657.2081877630303,20.0,1,-0.432959407,0.05,3.0,2057.24724628382,411.449449256764,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.2374015323189813,0.011870076615949068,6790.525520664725,339.5262760332363,15.0,1,-0.05,0.05,0.2457392545951674,41.7458025879585,8.3491605175917,0,0.9,0.1,-0.05
Direct Heating Oil,0.01618646811265782,0.000809323405632891,2844.823763677565,142.24118818387828,15.0,1,-0.05,0.05,0.3866213653374254,74.08833279863116,14.817666559726234,0,0.9,0.1,-0.05
Direct Heating Gas,0.01618646811265782,0.000809323405632891,2844.823763677565,142.24118818387828,15.0,1,-0.05,0.05,0.4034657205534776,301.60710084482935,60.32142016896589,0,0.95,0.1,-0.05
Direct Heating Biomass,0.2374015323189813,0.011870076615949068,6790.525520664725,339.5262760332363,15.0,1,-0.05,0.05,0.11289263143445169,106.1203079884504,21.224061597690078,0,0.9,0.1,-0.05
Direct Heating Electric,0.06474587245063128,0.003237293622531564,1702.6869537067014,85.13434768533506,12.5,1,-0.05,0.05,0.5919866761336402,2057.24724628382,411.449449256764,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,1.079097874177188,0.0539548937088594,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
