,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4652028284331969,0.0232601414216598,46850.94901377001,2342.5474506885,25.0,1,-0.05,0.05,0.410943522518168,150.9145794824399,30.182915896487984,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0511723111276516,0.0025586155563825,9830.666170450317,491.5333085225159,25.0,1,-0.05,0.05,0.6041625935433474,221.24189001848427,44.24837800369687,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0511723111276516,0.0025586155563825,10832.340900632676,541.6170450316339,25.0,1,-0.05,0.05,0.6762518143660285,268.73142329020334,53.74628465804068,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5749906959434313,0.0287495347971715,46850.94901377001,2342.5474506885,25.0,1,-0.05,0.05,0.4187997957427802,242.3769870609981,48.47539741219962,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0744324525493115,0.0037216226274655,8335.876442128769,416.7938221064386,25.0,1,-0.05,0.05,0.9,1059.602125693161,211.92042513863225,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.9304056568663938,0.0465202828433196,0.0,0.0,20.0,1,-0.05,0.05,0.7195951949914385,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.0169333829549685,0.0508466691477484,28577.12742091552,1428.856371045776,20.0,1,-0.432959407,0.05,3.0,1059.602125693161,211.92042513863225,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2046892445106066,0.0102344622255303,5854.838109415706,292.74190547078524,15.0,1,-0.05,0.05,0.2688881401792873,150.9145794824399,30.182915896487984,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0139560848529959,0.0006978042426497,2452.826741533309,122.64133707666544,15.0,1,-0.05,0.05,0.43406392954273,221.24189001848427,44.24837800369687,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0139560848529959,0.0006978042426497,2452.826741533309,122.64133707666544,15.0,1,-0.05,0.05,0.478395337760319,268.73142329020334,53.74628465804068,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.2046892445106066,0.0102344622255303,5854.838109415706,292.74190547078524,15.0,1,-0.05,0.05,0.1128926314344516,242.3769870609981,48.47539741219962,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.0558243394119836,0.0027912169705991,1468.0684778563452,73.40342389281727,12.5,1,-0.05,0.05,0.6025649036736483,1059.602125693161,211.92042513863225,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.9304056568663938,0.0465202828433196,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
