,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4681647940074906,0.0234082397003745,47149.25093632958,2357.462546816479,25.0,1,-0.05,0.05,0.1377202052033549,81.42230759561295,16.284461519122594,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0514981273408239,0.0025749063670411,9893.258426966291,494.66292134831457,25.0,1,-0.05,0.05,0.5945880560815825,160.1710348511989,32.034206970239765,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0514981273408239,0.0025749063670411,10901.31086142322,545.0655430711612,25.0,1,-0.05,0.05,0.662879817418777,233.865395493542,46.7730790987084,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5786516853932584,0.0289325842696629,47149.25093632958,2357.462546816479,25.0,1,-0.05,0.05,0.5580898766188184,116.7971151126615,23.3594230225323,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0749063670411985,0.0037453183520599,8388.951310861423,419.4475655430712,25.0,1,-0.05,0.05,0.9,1208.589893466579,241.7179786933158,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.9363295880149812,0.046816479400749,0.0,0.0,20.0,1,-0.05,0.05,0.7195951949914385,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.0234082397003743,0.0511704119850187,28759.079168539327,1437.9539584269662,20.0,1,-0.432959407,0.05,3.0,1208.589893466579,241.7179786933158,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2059925093632958,0.0102996254681647,5892.116104868914,294.60580524344573,15.0,1,-0.05,0.05,0.2688881401792873,81.42230759561295,16.284461519122594,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0140449438202247,0.0007022471910112,2468.4439904494384,123.42219952247191,15.0,1,-0.05,0.05,0.4338136338685326,160.1710348511989,32.034206970239765,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0140449438202247,0.0007022471910112,2468.4439904494384,123.42219952247191,15.0,1,-0.05,0.05,0.4860748290155118,233.865395493542,46.7730790987084,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.2059925093632958,0.0102996254681647,5892.116104868914,294.60580524344573,15.0,1,-0.05,0.05,0.1128926314344516,116.7971151126615,23.3594230225323,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.0561797752808988,0.0028089887640449,1477.4157303370785,73.87078651685394,12.5,1,-0.05,0.05,0.5797121611217918,1208.589893466579,241.7179786933158,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.9363295880149812,0.046816479400749,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
